SkillId,Skill_US,Phases
5662,material procurement process,Supply Chain and Logistics
5663,credit management,Support Activities
5665,supply chain synchronization,Supply Chain and Logistics
5669,billing data analysis,Support Activities
5671,music therapy,Support Activities
5673,data flow diagrams (dfds),Software
5674,customer marketing,Support Activities
5675,pest control industry knowledge,Supply Chain and Logistics
5676,access basic,Software
5677,os/390,Software
5678,lending industry knowledge,Support Activities
5679,megger meter,Tooling and Machining
5680,geospatial information systems,Software
5681,5-axis production,Production and Assembling
5682,payroll reports,Support Activities
5683,lubricants industry knowledge,Materials
5684,perforce,Software
5685,heme,Materials
5686,biochemical industry knowledge,Materials
5688,power delivery,Supply Chain and Logistics
5690,casing installation,Tooling and Machining
5692,syncope,Software
5693,management of patient,Support Activities
5695,damage tolerance,Production and Assembling
5697,end sales processes,Support Activities
5699,electromechanical systems,Tooling and Machining
5700,basic international banking knowledge,Support Activities
5705,structural engineering software,Software
5706,retail inventory,Supply Chain and Logistics
5707,health care research,Support Activities
5708,multi-modal transportation,Supply Chain and Logistics
5709,viral infection,Software
5711,wire strippers,Tooling and Machining
5713,liability and compensation assessment,Support Activities
5714,knowledge of ms-drgs,Support Activities
5716,global sourcing management,Supply Chain and Logistics
5718,credit risk,Support Activities
5719,file transfer protocol (ftp),Software
5720,3m encoder,Software
5722,hp openview,Software
5723,focused observation/audit,Software
5725,stratus,Software
5726,epidemiology,Software
5728,footwear sales,Support Activities
5729,netsuite,Software
5730,pediatric advanced life support,Software
5731,malware analysis,Software
5735,javascript object notation (json),Software
5736,digital signal processing (dsp),Software
5737,grievance procedure administration,Support Activities
5738,oracle transportation management,Support Activities
5740,promotional announcements,Support Activities
5744,great plains accounting software,Support Activities
5747,request response,Support Activities
5749,fine motor skills,General Skills
5753,air quality control,Production and Assembling
5755,accounting system design,Support Activities
5756,ubiquitin,Support Activities
5757,reconstructive surgery,Support Activities
5758,transit systems,Supply Chain and Logistics
5759,cortical,Software
5760,medication packaging,Support Activities
5762,internet marketing,Support Activities
5763,external procurement,Supply Chain and Logistics
5765,food packaging,Support Activities
5766,urine analysis,Support Activities
5767,co-branding,Support Activities
5768,mig and tig welding,Production and Assembling
5770,financial aid experience,Support Activities
5771,microvascular,Software
5772,school psychology,Support Activities
5773,plumbing maintenance,Tooling and Machining
5774,solar consultation,Support Activities
5775,constipation,Software
5776,product data hub (pdh),Software
5778,somatic embryogenesis,Software
5779,power yoga,Software
5782,advanced virtual manufacturing,Production and Assembling
5784,emissions analyzers,Tooling and Machining
5785,town management,Support Activities
5787,sustainable materials,Materials
5788,legal file organization,Support Activities
5789,vacuum assisted resin transfer molding (vartm),Production and Assembling
5790,sales trend analysis,Support Activities
5791,wood assembly,Tooling and Machining
5793,hazardous materials markings,Supply Chain and Logistics
5796,brand architecture,Support Activities
5797,loan origination,Support Activities
5798,internet security,Software
5799,cinema 4d,Design
5800,gold mining,Supply Chain and Logistics
5802,curriculum mapping,Support Activities
5803,agricultural industry knowledge,Support Activities
5804,calorimeters,Software
5805,sras,Support Activities
5806,healthcare common procedure coding system (hcpcs),Software
5809,biosimilars,Software
5810,org plus,Support Activities
5812,sales presentation,Support Activities
5813,wealth creation,Support Activities
5814,mesoderm,Software
5818,social media performance measurement,Support Activities
5819,paycheck distribution,Support Activities
5820,language examination,General Skills
5821,immunizations,Support Activities
5824,gymnastics,General Skills
5825,transportation cost studies,Support Activities
5826,lymphatic,Materials
5829,mailing list development,Ideation and Development
5830,cancer biology,Materials
5831,green procurement,Supply Chain and Logistics
5832,cortex,Software
5833,microscopic techniques,Materials
5835,battery testing and installation,Tooling and Machining
5836,cardiogenic shock,Software
5841,message development,Support Activities
5842,specimen collection,Support Activities
5843,medigap,Support Activities
5844,bridge cranes,Support Activities
5849,medication education,Support Activities
5852,sighting rods,Tooling and Machining
5853,linear circuits,Support Activities
5854,gas lift,Tooling and Machining
5856,risk system,Support Activities
5857,taleo,Support Activities
5858,multivariate regression,Support Activities
5862,barium,Software
5864,supply transport,Supply Chain and Logistics
5865,landfill design,Production and Assembling
5866,youtube,Support Activities
5867,green building,Software
5868,dbase,Software
5869,strontium,Materials
5870,switchboard operator,Support Activities
5871,lead time reduction,Supply Chain and Logistics
5872,cooling efficiency,Tooling and Machining
5873,accident analysis,Support Activities
5874,ophthalmic surgery,Support Activities
5875,emt conduit,Tooling and Machining
5876,android software development kit (sdk),Software
5877,neuroblastoma diagnosis / treatment,Software
5878,gel permeation,Software
5879,pc support,Software
5881,electrophysiologic,Software
5882,skin conditions,Support Activities
5884,market research reports,Support Activities
5885,pain alleviation,Software
5886,systems biology,Materials
5887,environment agency,Support Activities
5889,cftr,Software
5890,piping system installation,Tooling and Machining
5891,customer services market,Support Activities
5892,material safety data sheets (msds),Support Activities
5893,digital print industry knowledge,Support Activities
5894,infoman,Support Activities
5895,sclerotherapy,Software
5899,data cleaning,Support Activities
5900,ultrix,Materials
5901,corporate financial reporting,Support Activities
5902,naturopath,Support Activities
5903,capacity loading monitoring,Supply Chain and Logistics
5904,retail store traffic,Supply Chain and Logistics
5905,music,General Skills
5906,application packaging,Software
5907,immune - based therapy,Software
5908,preoperative care,Support Activities
5911,lithotripsy,Software
5913,business planning,Support Activities
5915,cardiopulmonary resuscitation (cpr),Tooling and Machining
5916,brand equity development,Ideation and Development
5919,prevention programs,Support Activities
5920,intellimatch,Software
5921,drupal,Software
5922,dementia knowledge,Software
5927,critical care nursing,Support Activities
5928,decontamination trailers,Tooling and Machining
5929,xenix,Software
5930,recreational therapy,Support Activities
5933,expense analysis reporting,Support Activities
5936,maternal child health,Support Activities
5939,trial design,Design
5941,x-ray (radiography) equipment,Tooling and Machining
5942,phase i clinical trial,Software
5944,alternative splicing,Support Activities
5945,simple mail transfer protocol (smtp),Software
5946,radon,Materials
5948,intel x86,Software
5949,property accounting,Support Activities
5952,horticultural industry knowledge,Support Activities
5953,metallurgy,Materials
5957,mfg/pro,Software
5958,invoice preparation,Support Activities
5959,enterprise java beans,Software
5960,structural welding,Production and Assembling
5961,industrial mig welding,Production and Assembling
5963,hydrologic engineering,Materials
